Page Name,Block
Proverbs 18,"11. The rich man's wealth is his strong city, and as an high wall in his own conceit."
Proverbs 18,"12. Before destruction the heart of man is haughty, and before honour is humility."
Proverbs 18,"13. He that answereth a matter before he heareth it, it is folly and shame unto him."
Proverbs 18,14. The spirit of a man will sustain his infirmity; but a wounded spirit who can bear?
Proverbs 18,15. The heart of the prudent getteth knowledge; and the ear of the wise seeketh knowledge.
Proverbs 18,"16. A man's gift maketh room for him, and bringeth him before great men."
Proverbs 18,17. He that is first in his own cause seemeth just; but his neighbour cometh and searcheth him.
Proverbs 18,"18. The lot causeth contentions to cease, and parteth between the mighty."
Proverbs 18,19. A brother offended is harder to be won than a strong city: and their contentions are like the bars of a castle.
Proverbs 18,20. A man's belly shall be satisfied with the fruit of his mouth; and with the increase of his lips shall he be filled.
Proverbs 18,21. Death and life are in the power of the tongue: and they that love it shall eat the fruit thereof.
Proverbs 18,"22. Whoso findeth a wife findeth a good thing, and obtaineth favour of the LORD."
Proverbs 18,23. The poor useth intreaties; but the rich answereth roughly.
Proverbs 18,24. A man that hath friends must shew himself friendly: and there is a friend that sticketh closer than a brother.
Proverbs 19,"1. Better is the poor that walketh in his integrity, than he that is perverse in his lips, and is a fool."
Proverbs 19,"2. Also, that the soul be without knowledge, it is not good; and he that hasteth with his feet sinneth."
Proverbs 19,3. The foolishness of man perverteth his way: and his heart fretteth against the LORD.
Proverbs 19,4. Wealth maketh many friends; but the poor is separated from his neighbour.
Proverbs 19,"5. A false witness shall not be unpunished, and he that speaketh lies shall not escape."
Proverbs 19,6. Many will intreat the favour of the prince: and every man is a friend to him that giveth gifts.
Proverbs 19,"7. All the brethren of the poor do hate him: how much more do his friends go far from him? he pursueth them with words, yet they are wanting to him."
Proverbs 19,8. He that getteth wisdom loveth his own soul: he that keepeth understanding shall find good.
Proverbs 19,"9. A false witness shall not be unpunished, and he that speaketh lies shall perish."
Proverbs 19,10. Delight is not seemly for a fool; much less for a servant to have rule over princes.
Proverbs 19,11. The discretion of a man deferreth his anger; and it is his glory to pass over a transgression.
Proverbs 19,12. The king's wrath is as the roaring of a lion; but his favour is as dew upon the grass.
Proverbs 19,13. A foolish son is the calamity of his father: and the contentions of a wife are a continual dropping.
Proverbs 19,14. House and riches are the inheritance of fathers: and a prudent wife is from the LORD.
Proverbs 19,15. Slothfulness casteth into a deep sleep; and an idle soul shall suffer hunger.
Proverbs 19,16. He that keepeth the commandment keepeth his own soul; but he that despiseth his ways shall die.
Proverbs 19,17. He that hath pity upon the poor lendeth unto the LORD; and that which he hath given will he pay him again.
Proverbs 19,"18. Chasten thy son while there is hope, and let not thy soul spare for his crying."
Proverbs 19,"19. A man of great wrath shall suffer punishment: for if thou deliver him, yet thou must do it again."
Proverbs 19,"20. Hear counsel, and receive instruction, that thou mayest be wise in thy latter end."
Proverbs 19,"21. There are many devices in a man's heart; nevertheless the counsel of the LORD, that shall stand."
Proverbs 19,22. The desire of a man is his kindness: and a poor man is better than a liar.
Proverbs 19,23. The fear of the LORD tendeth to life: and he that hath it shall abide satisfied; he shall not be visited with evil.
Proverbs 19,"24. A slothful man hideth his hand in his bosom, and will not so much as bring it to his mouth again."
Proverbs 19,"25. Smite a scorner, and the simple will beware: and reprove one that hath understanding, and he will understand knowledge."
Proverbs 19,"26. He that wasteth his father, and chaseth away his mother, is a son that causeth shame, and bringeth reproach."
Proverbs 19,"27. Cease, my son, to hear the instruction that causeth to err from the words of knowledge."
Proverbs 19,28. An ungodly witness scorneth judgment: and the mouth of the wicked devoureth iniquity.
Proverbs 19,"29. Judgments are prepared for scorners, and stripes for the back of fools."
Proverbs 20,"1. Wine is a mocker, strong drink is raging: and whosoever is deceived thereby is not wise."
Proverbs 20,2. The fear of a king is as the roaring of a lion: whoso provoketh him to anger sinneth against his own soul.
Proverbs 20,3. It is an honour for a man to cease from strife: but every fool will be meddling.
Proverbs 20,"4. The sluggard will not plow by reason of the cold; therefore shall he beg in harvest, and have nothing."
Proverbs 20,5. Counsel in the heart of man is like deep water; but a man of understanding will draw it out.
Proverbs 20,6. Most men will proclaim every one his own goodness: but a faithful man who can find?
Proverbs 20,7. The just man walketh in his integrity: his children are blessed after him.
Proverbs 20,8. A king that sitteth in the throne of judgment scattereth away all evil with his eyes.
Proverbs 20,"9. Who can say, I have made my heart clean, I am pure from my sin?"
Proverbs 20,"10. Divers weights, and divers measures, both of them are alike abomination to the LORD."
Proverbs 20,"11. Even a child is known by his doings, whether his work be pure, and whether it be right."
Proverbs 20,"12. The hearing ear, and the seeing eye, the LORD hath made even both of them."
Proverbs 20,"13. Love not sleep, lest thou come to poverty; open thine eyes, and thou shalt be satisfied with bread."
Proverbs 20,"14. It is naught, it is naught, saith the buyer: but when he is gone his way, then he boasteth."
Proverbs 20,"15. There is gold, and a multitude of rubies: but the lips of knowledge are a precious jewel."
Proverbs 20,16. Take his garment that is surety for a stranger: and take a pledge of him for a strange woman.
Proverbs 20,17. Bread of deceit is sweet to a man; but afterwards his mouth shall be filled with gravel.
Proverbs 20,18. Every purpose is established by counsel: and with good advice make war.
Proverbs 20,19. He that goeth about as a talebearer revealeth secrets: therefore meddle not with him that flattereth with his lips.
Proverbs 20,"20. Whoso curseth his father or his mother, his lamp shall be put out in obscure darkness."
Proverbs 20,21. An inheritance may be gotten hastily at the beginning; but the end thereof shall not be blessed.
Proverbs 20,"22. Say not thou, I will recompense evil; but wait on the LORD, and he shall save thee."
Proverbs 20,23. Divers weights are an abomination unto the LORD; and a false balance is not good.
Proverbs 20,24. Man's goings are of the LORD; how can a man then understand his own way?
Proverbs 20,"25. It is a snare to the man who devoureth that which is holy, and after vows to make enquiry."
Proverbs 20,"26. A wise king scattereth the wicked, and bringeth the wheel over them."
Proverbs 20,"27. The spirit of man is the candle of the LORD, searching all the inward parts of the belly."
Proverbs 20,28. Mercy and truth preserve the king: and his throne is upholden by mercy.
Proverbs 20,29. The glory of young men is their strength: and the beauty of old men is the grey head.
Proverbs 20,30. The blueness of a wound cleanseth away evil: so do stripes the inward parts of the belly.
Proverbs 21,"1. The king's heart is in the hand of the LORD, as the rivers of water: he turneth it whithersoever he will."
Proverbs 21,2. Every way of a man is right in his own eyes: but the LORD pondereth the hearts.
Proverbs 21,3. To do justice and judgment is more acceptable to the LORD than sacrifice.
Proverbs 21,"4. An high look, and a proud heart, and the plowing of the wicked, is sin."
Proverbs 21,5. The thoughts of the diligent tend only to plenteousness; but of every one that is hasty only to want.
Proverbs 21,6. The getting of treasures by a lying tongue is a vanity tossed to and fro of them that seek death.
Proverbs 21,7. The robbery of the wicked shall destroy them; because they refuse to do judgment.
Proverbs 21,"8. The way of man is froward and strange: but as for the pure, his work is right."
Proverbs 21,"9. It is better to dwell in a corner of the housetop, than with a brawling woman in a wide house."
Proverbs 21,10. The soul of the wicked desireth evil: his neighbour findeth no favour in his eyes.
Proverbs 21,"11. When the scorner is punished, the simple is made wise: and when the wise is instructed, he receiveth knowledge."
Proverbs 21,12. The righteous man wisely considereth the house of the wicked: but God overthroweth the wicked for their wickedness.
Proverbs 21,"13. Whoso stoppeth his ears at the cry of the poor, he also shall cry himself, but shall not be heard."
Proverbs 21,14. A gift in secret pacifieth anger: and a reward in the bosom strong wrath.
Proverbs 21,15. It is joy to the just to do judgment: but destruction shall be to the workers of iniquity.
Proverbs 21,16. The man that wandereth out of the way of understanding shall remain in the congregation of the dead.
